,Unnamed: 0,index,expt.id,expt.date,plate.name,plate.id,well,uid,cell.line,time,drug1,drug1.conc,drug1.units,drug2,drug2.conc,drug2.units,cell.count,ch2.pos,image.time,orig.cell.count,per_via,per_via_std
99169,99169,103853,HTS022,2017-10-28,983B-R2,97989,F08,983B-R2_F08,WM983B,3.2,vemurafenib,3.1e-08,M,selumetinib,3.9e-09,M,85,0,2017-10-27 17:11:57,85,0.806265513504,0.110763169697
99188,99188,103872,HTS022,2017-10-28,983B-R2,97989,F09,983B-R2_F09,WM983B,3.2,vemurafenib,3.1e-08,M,selumetinib,9.8e-10,M,99,0,2017-10-27 17:11:57,99,0.864121640379,0.118711330559
99207,99207,103891,HTS022,2017-10-28,983B-R2,97989,F10,983B-R2_F10,WM983B,3.2,vemurafenib,3.1e-08,M,selumetinib,2.4e-10,M,66,0,2017-10-27 17:11:57,66,0.957762585447,0.131575539329
99226,99226,103910,HTS022,2017-10-28,983B-R2,97989,F11,983B-R2_F11,WM983B,3.2,vemurafenib,3.1e-08,M,selumetinib,6.1e-11,M,104,1,2017-10-27 17:11:57,104,1.05936323833,0.145533237094
99245,99245,103929,HTS022,2017-10-28,983B-R2,97989,F12,983B-R2_F12,WM983B,3.2,vemurafenib,3.1e-08,M,control,0.0,M,71,0,2017-10-27 17:11:57,71,0.858133771342,0.117888728894
99264,99264,103948,HTS022,2017-10-28,983B-R2,97989,F13,983B-R2_F13,WM983B,3.2,vemurafenib,3.1e-08,M,cobimetinib,8e-07,M,89,0,2017-10-27 17:11:57,89,0.529249317159,0.0727072297485
99283,99283,103967,HTS022,2017-10-28,983B-R2,97989,F14,983B-R2_F14,WM983B,3.2,vemurafenib,3.1e-08,M,cobimetinib,2e-07,M,78,0,2017-10-27 17:11:57,78,0.726543274099,0.0998110853231
99302,99302,103986,HTS022,2017-10-28,983B-R2,97989,F15,983B-R2_F15,WM983B,3.2,vemurafenib,3.1e-08,M,cobimetinib,5e-08,M,84,0,2017-10-27 17:11:57,84,0.753632502469,0.103532550211
99321,99321,104005,HTS022,2017-10-28,983B-R2,97989,F16,983B-R2_F16,WM983B,3.2,vemurafenib,3.1e-08,M,cobimetinib,1.2e-08,M,90,0,2017-10-27 17:11:57,90,0.751187575834,0.103196671001
99340,99340,104024,HTS022,2017-10-28,983B-R2,97989,F17,983B-R2_F17,WM983B,3.2,vemurafenib,3.1e-08,M,cobimetinib,3.1e-09,M,101,0,2017-10-27 17:11:57,101,0.786035469988,0.107984006127
99359,99359,104043,HTS022,2017-10-28,983B-R2,97989,F18,983B-R2_F18,WM983B,3.2,vemurafenib,3.1e-08,M,cobimetinib,7.8e-10,M,91,0,2017-10-27 17:11:57,91,0.759475234784,0.104335213279
99378,99378,104062,HTS022,2017-10-28,983B-R2,97989,F19,983B-R2_F19,WM983B,3.2,vemurafenib,3.1e-08,M,cobimetinib,2e-10,M,105,0,2017-10-27 17:11:57,105,0.811447913603,0.111475117625
99397,99397,104081,HTS022,2017-10-28,983B-R2,97989,F20,983B-R2_F20,WM983B,3.2,vemurafenib,3.1e-08,M,cobimetinib,4.9e-11,M,88,0,2017-10-27 17:11:57,88,0.930823607762,0.127874715584
99416,99416,104100,HTS022,2017-10-28,983B-R2,97989,F21,983B-R2_F21,WM983B,3.2,vemurafenib,3.1e-08,M,cobimetinib,1.2e-11,M,90,0,2017-10-27 17:11:57,90,0.851712086232,0.11700653043
99435,99435,104119,HTS022,2017-10-28,983B-R2,97989,F22,983B-R2_F22,WM983B,3.2,vemurafenib,3.1e-08,M,control,0.0,M,53,0,2017-10-27 17:11:57,53,1.19888464246,0.164700413048
99454,99454,104138,HTS022,2017-10-28,983B-R2,97989,F23,983B-R2_F23,WM983B,3.2,control,0.0,M,control,0.0,M,75,0,2017-10-27 17:11:57,75,0.9591833146,0.131770716304
99473,99473,104157,HTS022,2017-10-28,983B-R2,97989,G02,983B-R2_G02,WM983B,3.2,control,0.0,M,control,0.0,M,69,0,2017-10-27 17:11:57,69,0.920877422566,0.126508328234
99492,99492,104176,HTS022,2017-10-28,983B-R2,97989,G03,983B-R2_G03,WM983B,3.2,vemurafenib,7.8e-09,M,selumetinib,4e-06,M,77,0,2017-10-27 17:11:57,77,0.683870491538,0.0939487824253
99511,99511,104195,HTS022,2017-10-28,983B-R2,97989,G04,983B-R2_G04,WM983B,3.2,vemurafenib,7.8e-09,M,selumetinib,1e-06,M,70,0,2017-10-27 17:11:57,70,0.819729913787,0.112612882513
99530,99530,104214,HTS022,2017-10-28,983B-R2,97989,G05,983B-R2_G05,WM983B,3.2,vemurafenib,7.8e-09,M,selumetinib,2.5e-07,M,81,0,2017-10-27 17:11:57,81,0.765550094891,0.105169765607
99549,99549,104233,HTS022,2017-10-28,983B-R2,97989,G06,983B-R2_G06,WM983B,3.2,vemurafenib,7.8e-09,M,selumetinib,6.3e-08,M,105,0,2017-10-27 17:11:57,105,0.749818994743,0.103008658024
99568,99568,104252,HTS022,2017-10-28,983B-R2,97989,G07,983B-R2_G07,WM983B,3.2,vemurafenib,7.8e-09,M,selumetinib,1.6e-08,M,107,1,2017-10-27 17:11:57,107,0.806975176667,0.110860661826
99587,99587,104271,HTS022,2017-10-28,983B-R2,97989,G08,983B-R2_G08,WM983B,3.2,vemurafenib,7.8e-09,M,selumetinib,3.9e-09,M,117,0,2017-10-27 17:11:57,117,0.930305093951,0.127803483177
99606,99606,104290,HTS022,2017-10-28,983B-R2,97989,G09,983B-R2_G09,WM983B,3.2,vemurafenib,7.8e-09,M,selumetinib,9.8e-10,M,91,2,2017-10-27 17:11:57,91,0.858216036531,0.117900030324
99625,99625,104309,HTS022,2017-10-28,983B-R2,97989,G10,983B-R2_G10,WM983B,3.2,vemurafenib,7.8e-09,M,selumetinib,2.4e-10,M,129,1,2017-10-27 17:11:57,129,0.841985831225,0.115670356656
99644,99644,104328,HTS022,2017-10-28,983B-R2,97989,G11,983B-R2_G11,WM983B,3.2,vemurafenib,7.8e-09,M,selumetinib,6.1e-11,M,101,1,2017-10-27 17:11:57,101,0.892916356464,0.122667091994
99663,99663,104347,HTS022,2017-10-28,983B-R2,97989,G12,983B-R2_G12,WM983B,3.2,vemurafenib,7.8e-09,M,control,0.0,M,89,0,2017-10-27 17:11:57,89,0.972730936107,0.133631861888
99682,99682,104366,HTS022,2017-10-28,983B-R2,97989,G13,983B-R2_G13,WM983B,3.2,vemurafenib,7.8e-09,M,cobimetinib,8e-07,M,92,1,2017-10-27 17:11:57,92,0.584593431238,0.0803102952359
99701,99701,104385,HTS022,2017-10-28,983B-R2,97989,G14,983B-R2_G14,WM983B,3.2,vemurafenib,7.8e-09,M,cobimetinib,2e-07,M,87,0,2017-10-27 17:11:57,87,0.691746514821,0.0950307750056
99720,99720,104404,HTS022,2017-10-28,983B-R2,97989,G15,983B-R2_G15,WM983B,3.2,vemurafenib,7.8e-09,M,cobimetinib,5e-08,M,97,1,2017-10-27 17:11:57,97,0.698119371734,0.095906265548
99739,99739,104423,HTS022,2017-10-28,983B-R2,97989,G16,983B-R2_G16,WM983B,3.2,vemurafenib,7.8e-09,M,cobimetinib,1.2e-08,M,100,0,2017-10-27 17:11:57,100,0.651550190636,0.0895086830863
99758,99758,104442,HTS022,2017-10-28,983B-R2,97989,G17,983B-R2_G17,WM983B,3.2,vemurafenib,7.8e-09,M,cobimetinib,3.1e-09,M,97,0,2017-10-27 17:11:57,97,0.766266345907,0.105268162762
99777,99777,104461,HTS022,2017-10-28,983B-R2,97989,G18,983B-R2_G18,WM983B,3.2,vemurafenib,7.8e-09,M,cobimetinib,7.8e-10,M,95,0,2017-10-27 17:11:57,95,0.669729684098,0.092006146125
99796,99796,104480,HTS022,2017-10-28,983B-R2,97989,G19,983B-R2_G19,WM983B,3.2,vemurafenib,7.8e-09,M,cobimetinib,2e-10,M,96,1,2017-10-27 17:11:57,96,0.879150636909,0.120775984529
99815,99815,104499,HTS022,2017-10-28,983B-R2,97989,G20,983B-R2_G20,WM983B,3.2,vemurafenib,7.8e-09,M,cobimetinib,4.9e-11,M,106,1,2017-10-27 17:11:57,106,0.89283839,0.122656381114
99834,99834,104518,HTS022,2017-10-28,983B-R2,97989,G21,983B-R2_G21,WM983B,3.2,vemurafenib,7.8e-09,M,cobimetinib,1.2e-11,M,90,0,2017-10-27 17:11:57,90,1.10225890946,0.151426159986
99853,99853,104537,HTS022,2017-10-28,983B-R2,97989,G22,983B-R2_G22,WM983B,3.2,vemurafenib,7.8e-09,M,control,0.0,M,86,0,2017-10-27 17:11:57,86,0.891116415233,0.122419819609
99872,99872,104556,HTS022,2017-10-28,983B-R2,97989,G23,983B-R2_G23,WM983B,3.2,control,0.0,M,control,0.0,M,54,0,2017-10-27 17:11:57,54,0.915390305933,0.125754518948
99891,99891,104575,HTS022,2017-10-28,983B-R2,97989,H02,983B-R2_H02,WM983B,3.2,control,0.0,M,control,0.0,M,57,0,2017-10-27 17:11:57,57,1.12676989139,0.154793430451
99910,99910,104594,HTS022,2017-10-28,983B-R2,97989,H03,983B-R2_H03,WM983B,3.2,control,0.0,M,selumetinib,4e-06,M,63,0,2017-10-27 17:11:57,63,0.695779163981,0.0955847724119
99929,99929,104613,HTS022,2017-10-28,983B-R2,97989,H04,983B-R2_H04,WM983B,3.2,control,0.0,M,selumetinib,1e-06,M,70,0,2017-10-27 17:11:57,70,0.935509560173,0.128518462506
99948,99948,104632,HTS022,2017-10-28,983B-R2,97989,H05,983B-R2_H05,WM983B,3.2,control,0.0,M,selumetinib,2.5e-07,M,83,0,2017-10-27 17:11:57,83,0.716042814599,0.0983685528595
99967,99967,104651,HTS022,2017-10-28,983B-R2,97989,H06,983B-R2_H06,WM983B,3.2,control,0.0,M,selumetinib,6.3e-08,M,104,0,2017-10-27 17:11:57,104,0.751628287272,0.103257215071
99986,99986,104670,HTS022,2017-10-28,983B-R2,97989,H07,983B-R2_H07,WM983B,3.2,control,0.0,M,selumetinib,1.6e-08,M,73,0,2017-10-27 17:11:57,73,1.11037284273,0.152540836172
100005,100005,104689,HTS022,2017-10-28,983B-R2,97989,H08,983B-R2_H08,WM983B,3.2,control,0.0,M,selumetinib,3.9e-09,M,121,0,2017-10-27 17:11:57,121,1.06355291192,0.146108806208
100024,100024,104708,HTS022,2017-10-28,983B-R2,97989,H09,983B-R2_H09,WM983B,3.2,control,0.0,M,selumetinib,9.8e-10,M,86,0,2017-10-27 17:11:57,86,0.931948690766,0.128029277273
100043,100043,104727,HTS022,2017-10-28,983B-R2,97989,H10,983B-R2_H10,WM983B,3.2,control,0.0,M,selumetinib,2.4e-10,M,104,0,2017-10-27 17:11:57,104,0.879400138056,0.120810260506
100062,100062,104746,HTS022,2017-10-28,983B-R2,97989,H11,983B-R2_H11,WM983B,3.2,control,0.0,M,selumetinib,6.1e-11,M,88,0,2017-10-27 17:11:57,88,1.18576452384,0.162897996969
100081,100081,104765,HTS022,2017-10-28,983B-R2,97989,H12,983B-R2_H12,WM983B,3.2,control,0.0,M,control,0.0,M,85,0,2017-10-27 17:11:57,85,1.06759883984,0.146664627825
100100,100100,104784,HTS022,2017-10-28,983B-R2,97989,H13,983B-R2_H13,WM983B,3.2,control,0.0,M,cobimetinib,8e-07,M,85,0,2017-10-27 17:11:57,85,0.554057057575,0.0761152683108
100119,100119,104803,HTS022,2017-10-28,983B-R2,97989,H14,983B-R2_H14,WM983B,3.2,control,0.0,M,cobimetinib,2e-07,M,114,0,2017-10-27 17:11:57,114,0.698750806199,0.0959930107723
100138,100138,104822,HTS022,2017-10-28,983B-R2,97989,H15,983B-R2_H15,WM983B,3.2,control,0.0,M,cobimetinib,5e-08,M,103,0,2017-10-27 17:11:57,103,0.792322371876,0.108847688337
100157,100157,104841,HTS022,2017-10-28,983B-R2,97989,H16,983B-R2_H16,WM983B,3.2,control,0.0,M,cobimetinib,1.2e-08,M,87,0,2017-10-27 17:11:57,87,0.659357803173,0.090581277533
100176,100176,104860,HTS022,2017-10-28,983B-R2,97989,H17,983B-R2_H17,WM983B,3.2,control,0.0,M,cobimetinib,3.1e-09,M,121,0,2017-10-27 17:11:57,121,0.794883479865,0.109199528313
100195,100195,104879,HTS022,2017-10-28,983B-R2,97989,H18,983B-R2_H18,WM983B,3.2,control,0.0,M,cobimetinib,7.8e-10,M,84,0,2017-10-27 17:11:57,84,0.704516043726,0.0967850277591
100214,100214,104898,HTS022,2017-10-28,983B-R2,97989,H19,983B-R2_H19,WM983B,3.2,control,0.0,M,cobimetinib,2e-10,M,97,0,2017-10-27 17:11:57,97,0.788392896263,0.10830786471
100233,100233,104917,HTS022,2017-10-28,983B-R2,97989,H20,983B-R2_H20,WM983B,3.2,control,0.0,M,cobimetinib,4.9e-11,M,77,0,2017-10-27 17:11:57,77,0.913963522581,0.125558510259
100252,100252,104936,HTS022,2017-10-28,983B-R2,97989,H21,983B-R2_H21,WM983B,3.2,control,0.0,M,cobimetinib,1.2e-11,M,89,0,2017-10-27 17:11:57,89,0.930483758199,0.12782802772
100271,100271,104955,HTS022,2017-10-28,983B-R2,97989,H22,983B-R2_H22,WM983B,3.2,control,0.0,M,control,0.0,M,95,0,2017-10-27 17:11:57,95,0.894414900546,0.122872959031
100290,100290,104974,HTS022,2017-10-28,983B-R2,97989,H23,983B-R2_H23,WM983B,3.2,control,0.0,M,control,0.0,M,70,0,2017-10-27 17:11:57,70,0.797356442435,0.109539259045
100309,100309,104993,HTS022,2017-10-28,983B-R2,97989,I02,983B-R2_I02,WM983B,3.2,control,0.0,M,control,0.0,M,75,1,2017-10-27 17:11:57,75,0.888220976508,0.122022049935
100328,100328,105012,HTS022,2017-10-28,983B-R2,97989,I03,983B-R2_I03,WM983B,3.2,vemurafenib,8e-06,M,trametinib,4e-07,M,60,0,2017-10-27 17:11:57,60,0.536222261093,0.0736651590649
100347,100347,105031,HTS022,2017-10-28,983B-R2,97989,I04,983B-R2_I04,WM983B,3.2,vemurafenib,8e-06,M,trametinib,1e-07,M,67,0,2017-10-27 17:11:57,67,0.685222841939,0.0941345656622
100366,100366,105050,HTS022,2017-10-28,983B-R2,97989,I05,983B-R2_I05,WM983B,3.2,vemurafenib,8e-06,M,trametinib,2.5e-08,M,85,1,2017-10-27 17:11:57,85,0.798524608577,0.109699739411
100385,100385,105069,HTS022,2017-10-28,983B-R2,97989,I06,983B-R2_I06,WM983B,3.2,vemurafenib,8e-06,M,trametinib,6.2e-09,M,93,1,2017-10-27 17:11:57,93,0.749652073771,0.102985726749
100404,100404,105088,HTS022,2017-10-28,983B-R2,97989,I07,983B-R2_I07,WM983B,3.2,vemurafenib,8e-06,M,trametinib,1.6e-09,M,105,0,2017-10-27 17:11:57,105,0.858985445284,0.118005730184
100423,100423,105107,HTS022,2017-10-28,983B-R2,97989,I08,983B-R2_I08,WM983B,3.2,vemurafenib,8e-06,M,trametinib,3.9e-10,M,104,0,2017-10-27 17:11:57,104,0.875856486866,0.120323440678
100442,100442,105126,HTS022,2017-10-28,983B-R2,97989,I09,983B-R2_I09,WM983B,3.2,vemurafenib,8e-06,M,trametinib,9.8e-11,M,115,0,2017-10-27 17:11:57,115,0.827926330502,0.113738890113
100461,100461,105145,HTS022,2017-10-28,983B-R2,97989,I10,983B-R2_I10,WM983B,3.2,vemurafenib,8e-06,M,trametinib,2.4e-11,M,72,0,2017-10-27 17:11:57,72,0.856287383615,0.117635075781
100480,100480,105164,HTS022,2017-10-28,983B-R2,97989,I11,983B-R2_I11,WM983B,3.2,vemurafenib,8e-06,M,trametinib,6.1e-12,M,93,0,2017-10-27 17:11:57,93,0.831042326942,0.114166959572
100499,100499,105183,HTS022,2017-10-28,983B-R2,97989,I12,983B-R2_I12,WM983B,3.2,vemurafenib,8e-06,M,control,0.0,M,93,1,2017-10-27 17:11:57,93,0.900337020521,0.12368652822
100518,100518,105202,HTS022,2017-10-28,983B-R2,97989,I13,983B-R2_I13,WM983B,3.2,vemurafenib,8e-06,M,pd98059,4e-07,M,101,0,2017-10-27 17:11:57,101,0.905459890563,0.124390298026
100537,100537,105221,HTS022,2017-10-28,983B-R2,97989,I14,983B-R2_I14,WM983B,3.2,vemurafenib,8e-06,M,pd98059,1e-07,M,95,0,2017-10-27 17:11:57,95,0.973125779876,0.133686104748
100556,100556,105240,HTS022,2017-10-28,983B-R2,97989,I15,983B-R2_I15,WM983B,3.2,vemurafenib,8e-06,M,pd98059,2.5e-08,M,82,0,2017-10-27 17:11:57,82,1.01260821423,0.139110123887
100575,100575,105259,HTS022,2017-10-28,983B-R2,97989,I16,983B-R2_I16,WM983B,3.2,vemurafenib,8e-06,M,pd98059,6.2e-09,M,111,0,2017-10-27 17:11:57,111,0.800549432569,0.109977905746
100594,100594,105278,HTS022,2017-10-28,983B-R2,97989,I17,983B-R2_I17,WM983B,3.2,vemurafenib,8e-06,M,pd98059,1.6e-09,M,85,0,2017-10-27 17:11:57,85,0.889614983595,0.122213555885
100613,100613,105297,HTS022,2017-10-28,983B-R2,97989,I18,983B-R2_I18,WM983B,3.2,vemurafenib,8e-06,M,pd98059,3.9e-10,M,84,0,2017-10-27 17:11:57,84,0.790941484212,0.108657984707
100632,100632,105316,HTS022,2017-10-28,983B-R2,97989,I19,983B-R2_I19,WM983B,3.2,vemurafenib,8e-06,M,pd98059,9.8e-11,M,94,0,2017-10-27 17:11:57,94,0.99912473923,0.137257790624
100651,100651,105335,HTS022,2017-10-28,983B-R2,97989,I20,983B-R2_I20,WM983B,3.2,vemurafenib,8e-06,M,pd98059,2.4e-11,M,83,0,2017-10-27 17:11:57,83,0.845577536945,0.11616377812
100670,100670,105354,HTS022,2017-10-28,983B-R2,97989,I21,983B-R2_I21,WM983B,3.2,vemurafenib,8e-06,M,pd98059,6.1e-12,M,87,1,2017-10-27 17:11:57,87,0.857621243644,0.117818318847
100689,100689,105373,HTS022,2017-10-28,983B-R2,97989,I22,983B-R2_I22,WM983B,3.2,vemurafenib,8e-06,M,control,0.0,M,58,0,2017-10-27 17:11:57,58,0.951084592125,0.130658129747
100708,100708,105392,HTS022,2017-10-28,983B-R2,97989,I23,983B-R2_I23,WM983B,3.2,control,0.0,M,control,0.0,M,64,0,2017-10-27 17:11:57,64,1.06443627516,0.146230160912
100727,100727,105411,HTS022,2017-10-28,983B-R2,97989,J02,983B-R2_J02,WM983B,3.2,control,0.0,M,control,0.0,M,40,0,2017-10-27 17:11:57,40,1.22440079203,0.168205771465
100746,100746,105430,HTS022,2017-10-28,983B-R2,97989,J03,983B-R2_J03,WM983B,3.2,vemurafenib,2e-06,M,trametinib,4e-07,M,107,0,2017-10-27 17:11:57,107,0.651163942154,0.0894556210299
100765,100765,105449,HTS022,2017-10-28,983B-R2,97989,J04,983B-R2_J04,WM983B,3.2,vemurafenib,2e-06,M,trametinib,1e-07,M,73,0,2017-10-27 17:11:57,73,0.895403986359,0.123008837694
100784,100784,105468,HTS022,2017-10-28,983B-R2,97989,J05,983B-R2_J05,WM983B,3.2,vemurafenib,2e-06,M,trametinib,2.5e-08,M,77,1,2017-10-27 17:11:57,77,0.897803018992,0.123338412076
100803,100803,105487,HTS022,2017-10-28,983B-R2,97989,J06,983B-R2_J06,WM983B,3.2,vemurafenib,2e-06,M,trametinib,6.2e-09,M,84,0,2017-10-27 17:11:57,84,0.68389679381,0.0939523957796
100822,100822,105506,HTS022,2017-10-28,983B-R2,97989,J07,983B-R2_J07,WM983B,3.2,vemurafenib,2e-06,M,trametinib,1.6e-09,M,97,1,2017-10-27 17:11:57,97,0.8148753492,0.111945971983
100841,100841,105525,HTS022,2017-10-28,983B-R2,97989,J08,983B-R2_J08,WM983B,3.2,vemurafenib,2e-06,M,trametinib,3.9e-10,M,82,0,2017-10-27 17:11:57,82,0.8699052351,0.119505869421
100860,100860,105544,HTS022,2017-10-28,983B-R2,97989,J09,983B-R2_J09,WM983B,3.2,vemurafenib,2e-06,M,trametinib,9.8e-11,M,104,1,2017-10-27 17:11:57,104,0.817672645805,0.112330259086
100879,100879,105563,HTS022,2017-10-28,983B-R2,97989,J10,983B-R2_J10,WM983B,3.2,vemurafenib,2e-06,M,trametinib,2.4e-11,M,90,0,2017-10-27 17:11:57,90,1.11206404525,0.152773170246
100898,100898,105582,HTS022,2017-10-28,983B-R2,97989,J11,983B-R2_J11,WM983B,3.2,vemurafenib,2e-06,M,trametinib,6.1e-12,M,96,0,2017-10-27 17:11:57,96,0.91671380053,0.125936338032
100917,100917,105601,HTS022,2017-10-28,983B-R2,97989,J12,983B-R2_J12,WM983B,3.2,vemurafenib,2e-06,M,control,0.0,M,81,0,2017-10-27 17:11:57,81,1.03282850294,0.141887947362
100936,100936,105620,HTS022,2017-10-28,983B-R2,97989,J13,983B-R2_J13,WM983B,3.2,vemurafenib,2e-06,M,pd98059,4e-07,M,106,0,2017-10-27 17:11:57,106,0.88913655736,0.122147830631
100955,100955,105639,HTS022,2017-10-28,983B-R2,97989,J14,983B-R2_J14,WM983B,3.2,vemurafenib,2e-06,M,pd98059,1e-07,M,72,0,2017-10-27 17:11:57,72,1.15942675812,0.159279766541
100974,100974,105658,HTS022,2017-10-28,983B-R2,97989,J15,983B-R2_J15,WM983B,3.2,vemurafenib,2e-06,M,pd98059,2.5e-08,M,113,1,2017-10-27 17:11:57,113,0.98006623681,0.134639571064
100993,100993,105677,HTS022,2017-10-28,983B-R2,97989,J16,983B-R2_J16,WM983B,3.2,vemurafenib,2e-06,M,pd98059,6.2e-09,M,74,0,2017-10-27 17:11:57,74,0.980095136164,0.134643541201
101012,101012,105696,HTS022,2017-10-28,983B-R2,97989,J17,983B-R2_J17,WM983B,3.2,vemurafenib,2e-06,M,pd98059,1.6e-09,M,102,0,2017-10-27 17:11:57,102,0.897145661562,0.123248105606
101031,101031,105715,HTS022,2017-10-28,983B-R2,97989,J18,983B-R2_J18,WM983B,3.2,vemurafenib,2e-06,M,pd98059,3.9e-10,M,98,0,2017-10-27 17:11:57,98,0.888396265208,0.122046130752
101050,101050,105734,HTS022,2017-10-28,983B-R2,97989,J19,983B-R2_J19,WM983B,3.2,vemurafenib,2e-06,M,pd98059,9.8e-11,M,102,1,2017-10-27 17:11:57,102,0.948498493625,0.130302856624
101069,101069,105753,HTS022,2017-10-28,983B-R2,97989,J20,983B-R2_J20,WM983B,3.2,vemurafenib,2e-06,M,pd98059,2.4e-11,M,82,0,2017-10-27 17:11:57,82,0.960458683406,0.131945923961
101088,101088,105772,HTS022,2017-10-28,983B-R2,97989,J21,983B-R2_J21,WM983B,3.2,vemurafenib,2e-06,M,pd98059,6.1e-12,M,68,0,2017-10-27 17:11:57,68,1.19647577769,0.164369487946
101107,101107,105791,HTS022,2017-10-28,983B-R2,97989,J22,983B-R2_J22,WM983B,3.2,vemurafenib,2e-06,M,control,0.0,M,71,0,2017-10-27 17:11:57,71,0.91634724088,0.125885980788
101126,101126,105810,HTS022,2017-10-28,983B-R2,97989,J23,983B-R2_J23,WM983B,3.2,control,0.0,M,control,0.0,M,49,0,2017-10-27 17:11:57,49,1.00827447212,0.138514762924
101145,101145,105829,HTS022,2017-10-28,983B-R2,97989,K02,983B-R2_K02,WM983B,3.2,control,0.0,M,control,0.0,M,71,1,2017-10-27 17:11:57,71,0.941613138728,0.129356960117
101164,101164,105848,HTS022,2017-10-28,983B-R2,97989,K03,983B-R2_K03,WM983B,3.2,vemurafenib,5e-07,M,trametinib,4e-07,M,70,0,2017-10-27 17:11:57,70,0.663773365649,0.0911878788171
101183,101183,105867,HTS022,2017-10-28,983B-R2,97989,K04,983B-R2_K04,WM983B,3.2,vemurafenib,5e-07,M,trametinib,1e-07,M,82,1,2017-10-27 17:11:57,82,0.908574031616,0.124818112595
101202,101202,105886,HTS022,2017-10-28,983B-R2,97989,K05,983B-R2_K05,WM983B,3.2,vemurafenib,5e-07,M,trametinib,2.5e-08,M,88,2,2017-10-27 17:11:57,88,0.800565633861,0.109980131448
101221,101221,105905,HTS022,2017-10-28,983B-R2,97989,K06,983B-R2_K06,WM983B,3.2,vemurafenib,5e-07,M,trametinib,6.2e-09,M,75,0,2017-10-27 17:11:57,75,0.793309022382,0.108983232442
101240,101240,105924,HTS022,2017-10-28,983B-R2,97989,K07,983B-R2_K07,WM983B,3.2,vemurafenib,5e-07,M,trametinib,1.6e-09,M,84,2,2017-10-27 17:11:57,84,0.898000181405,0.12336549786
101259,101259,105943,HTS022,2017-10-28,983B-R2,97989,K08,983B-R2_K08,WM983B,3.2,vemurafenib,5e-07,M,trametinib,3.9e-10,M,94,1,2017-10-27 17:11:57,94,0.850920106148,0.116897729765
101278,101278,105962,HTS022,2017-10-28,983B-R2,97989,K09,983B-R2_K09,WM983B,3.2,vemurafenib,5e-07,M,trametinib,9.8e-11,M,138,16,2017-10-27 17:11:57,138,0.722477508661,0.0992525384677
101297,101297,105981,HTS022,2017-10-28,983B-R2,97989,K10,983B-R2_K10,WM983B,3.2,vemurafenib,5e-07,M,trametinib,2.4e-11,M,93,0,2017-10-27 17:11:57,93,0.908950451476,0.124869824415
101316,101316,106000,HTS022,2017-10-28,983B-R2,97989,K11,983B-R2_K11,WM983B,3.2,vemurafenib,5e-07,M,trametinib,6.1e-12,M,82,1,2017-10-27 17:11:57,82,0.939257766093,0.129033383659
101335,101335,106019,HTS022,2017-10-28,983B-R2,97989,K12,983B-R2_K12,WM983B,3.2,vemurafenib,5e-07,M,control,0.0,M,74,0,2017-10-27 17:11:57,74,1.03164683258,0.141725611812
101354,101354,106038,HTS022,2017-10-28,983B-R2,97989,K13,983B-R2_K13,WM983B,3.2,vemurafenib,5e-07,M,pd98059,4e-07,M,100,0,2017-10-27 17:11:57,100,1.09709498073,0.150716749618
101373,101373,106057,HTS022,2017-10-28,983B-R2,97989,K14,983B-R2_K14,WM983B,3.2,vemurafenib,5e-07,M,pd98059,1e-07,M,95,0,2017-10-27 17:11:57,95,1.04245132576,0.143209911824
101392,101392,106076,HTS022,2017-10-28,983B-R2,97989,K15,983B-R2_K15,WM983B,3.2,vemurafenib,5e-07,M,pd98059,2.5e-08,M,100,0,2017-10-27 17:11:57,100,0.871471287241,0.119721010583
101411,101411,106095,HTS022,2017-10-28,983B-R2,97989,K16,983B-R2_K16,WM983B,3.2,vemurafenib,5e-07,M,pd98059,6.2e-09,M,93,0,2017-10-27 17:11:57,93,0.978730604457,0.13445608452
101430,101430,106114,HTS022,2017-10-28,983B-R2,97989,K17,983B-R2_K17,WM983B,3.2,vemurafenib,5e-07,M,pd98059,1.6e-09,M,88,1,2017-10-27 17:11:57,88,1.13158100368,0.15545437159
101449,101449,106133,HTS022,2017-10-28,983B-R2,97989,K18,983B-R2_K18,WM983B,3.2,vemurafenib,5e-07,M,pd98059,3.9e-10,M,101,1,2017-10-27 17:11:57,101,1.03736459071,0.142511106174
101468,101468,106152,HTS022,2017-10-28,983B-R2,97989,K19,983B-R2_K19,WM983B,3.2,vemurafenib,5e-07,M,pd98059,9.8e-11,M,83,0,2017-10-27 17:11:57,83,0.914798617694,0.125673233982
101487,101487,106171,HTS022,2017-10-28,983B-R2,97989,K20,983B-R2_K20,WM983B,3.2,vemurafenib,5e-07,M,pd98059,2.4e-11,M,95,0,2017-10-27 17:11:57,95,1.00969576008,0.138710016667
101506,101506,106190,HTS022,2017-10-28,983B-R2,97989,K21,983B-R2_K21,WM983B,3.2,vemurafenib,5e-07,M,pd98059,6.1e-12,M,80,0,2017-10-27 17:11:57,80,1.00885482134,0.138594490158
101525,101525,106209,HTS022,2017-10-28,983B-R2,97989,K22,983B-R2_K22,WM983B,3.2,vemurafenib,5e-07,M,control,0.0,M,87,0,2017-10-27 17:11:57,87,1.01484453685,0.139417345488
