,expt.id,expt.date,plate.name,plate.id,well,uid,cell.line,time,drug1,drug1.conc,drug1.units,drug2,drug2.conc,drug2.units,cell.count,ch2.pos,image.time,orig.cell.count,per_via,per_via_std
53878,HTS015,2017-06-02,PC9c1-D6a,93974,O02,PC9c1-D6a_O02,PC9c1,6.3,control,0.0,M,control,0.0,M,87,1,2017-06-02 17:20:20,88,1.16009444928,0.108341677794
53893,HTS015,2017-06-02,PC9c1-D6a,93974,O03,PC9c1-D6a_O03,PC9c1,6.3,control,0.0,M,control,0.0,M,106,1,2017-06-02 17:20:20,107,0.937743903919,0.0875762727378
53908,HTS015,2017-06-02,PC9c1-D6a,93974,O04,PC9c1-D6a_O04,PC9c1,6.3,control,0.0,M,control,0.0,M,128,3,2017-06-02 17:20:20,131,1.1746261845,0.109698802273
53923,HTS015,2017-06-02,PC9c1-D6a,93974,O05,PC9c1-D6a_O05,PC9c1,6.3,control,0.0,M,control,0.0,M,130,3,2017-06-02 17:20:20,133,1.09960210723,0.102692274131
53938,HTS015,2017-06-02,PC9c1-D6a,93974,O06,PC9c1-D6a_O06,PC9c1,6.3,control,0.0,M,control,0.0,M,124,1,2017-06-02 17:20:20,125,1.09781235008,0.102525128005
53953,HTS015,2017-06-02,PC9c1-D6a,93974,O07,PC9c1-D6a_O07,PC9c1,6.3,control,0.0,M,control,0.0,M,132,1,2017-06-02 17:20:20,133,0.938914562182,0.0876856009743
53968,HTS015,2017-06-02,PC9c1-D6a,93974,O08,PC9c1-D6a_O08,PC9c1,6.3,control,0.0,M,control,0.0,M,103,0,2017-06-02 17:20:20,103,1.01241347829,0.0945496937141
53983,HTS015,2017-06-02,PC9c1-D6a,93974,O09,PC9c1-D6a_O09,PC9c1,6.3,control,0.0,M,control,0.0,M,95,1,2017-06-02 17:20:20,96,0.932692113836,0.0871044840711
53998,HTS015,2017-06-02,PC9c1-D6a,93974,O10,PC9c1-D6a_O10,PC9c1,6.3,control,0.0,M,control,0.0,M,163,0,2017-06-02 17:20:20,163,0.857974697989,0.0801265951601
54013,HTS015,2017-06-02,PC9c1-D6a,93974,O11,PC9c1-D6a_O11,PC9c1,6.3,control,0.0,M,control,0.0,M,163,0,2017-06-02 17:20:20,163,0.850722548724,0.0794493140823
54028,HTS015,2017-06-02,PC9c1-D6a,93974,O12,PC9c1-D6a_O12,PC9c1,6.3,control,0.0,M,control,0.0,M,132,0,2017-06-02 17:20:20,132,1.14116098406,0.106573474016
54043,HTS015,2017-06-02,PC9c1-D6a,93974,O13,PC9c1-D6a_O13,PC9c1,6.3,control,0.0,M,control,0.0,M,158,1,2017-06-02 17:20:20,159,0.909264390288,0.0849165597364
54058,HTS015,2017-06-02,PC9c1-D6a,93974,O14,PC9c1-D6a_O14,PC9c1,6.3,control,0.0,M,control,0.0,M,177,0,2017-06-02 17:20:20,177,0.971281542763,0.090708366046
54073,HTS015,2017-06-02,PC9c1-D6a,93974,O15,PC9c1-D6a_O15,PC9c1,6.3,control,0.0,M,control,0.0,M,142,1,2017-06-02 17:20:20,143,1.01638212558,0.0949203272485
54088,HTS015,2017-06-02,PC9c1-D6a,93974,O16,PC9c1-D6a_O16,PC9c1,6.3,control,0.0,M,control,0.0,M,144,0,2017-06-02 17:20:20,144,0.961085226778,0.089756128078
54103,HTS015,2017-06-02,PC9c1-D6a,93974,O17,PC9c1-D6a_O17,PC9c1,6.3,control,0.0,M,control,0.0,M,132,3,2017-06-02 17:20:20,135,0.950912806613,0.08880612175
54118,HTS015,2017-06-02,PC9c1-D6a,93974,O18,PC9c1-D6a_O18,PC9c1,6.3,control,0.0,M,control,0.0,M,153,0,2017-06-02 17:20:20,153,1.00518179823,0.0938743242641
54133,HTS015,2017-06-02,PC9c1-D6a,93974,O19,PC9c1-D6a_O19,PC9c1,6.3,control,0.0,M,control,0.0,M,150,0,2017-06-02 17:20:20,150,1.12461644004,0.10502837253
54148,HTS015,2017-06-02,PC9c1-D6a,93974,O20,PC9c1-D6a_O20,PC9c1,6.3,control,0.0,M,control,0.0,M,136,1,2017-06-02 17:20:20,137,1.0778582943,0.100661610872
54163,HTS015,2017-06-02,PC9c1-D6a,93974,O21,PC9c1-D6a_O21,PC9c1,6.3,control,0.0,M,control,0.0,M,139,0,2017-06-02 17:20:20,139,1.15568130223,0.107929532251
54178,HTS015,2017-06-02,PC9c1-D6a,93974,O22,PC9c1-D6a_O22,PC9c1,6.3,control,0.0,M,control,0.0,M,167,2,2017-06-02 17:20:20,169,0.886004486183,0.0827443081257
54193,HTS015,2017-06-02,PC9c1-D6a,93974,O23,PC9c1-D6a_O23,PC9c1,6.3,control,0.0,M,control,0.0,M,148,0,2017-06-02 17:20:20,148,0.923780732166,0.086272246625
54208,HTS015,2017-06-03,PC9c1-D6b,94005,B02,PC9c1-D6b_B02,PC9c1,13.0,control,0.0,M,control,0.0,M,132,0,2017-06-03 00:00:43,132,1.21786495068,0.113736887686
54223,HTS015,2017-06-03,PC9c1-D6b,94005,B03,PC9c1-D6b_B03,PC9c1,13.0,control,0.0,M,control,0.0,M,168,0,2017-06-03 00:00:43,168,1.05483659356,0.0985116051673
54238,HTS015,2017-06-03,PC9c1-D6b,94005,B04,PC9c1-D6b_B04,PC9c1,13.0,control,0.0,M,control,0.0,M,172,1,2017-06-03 00:00:43,173,1.0284117817,0.0960437815744
54253,HTS015,2017-06-03,PC9c1-D6b,94005,B05,PC9c1-D6b_B05,PC9c1,13.0,control,0.0,M,control,0.0,M,152,0,2017-06-03 00:00:43,152,1.06181054843,0.0991629055611
54268,HTS015,2017-06-03,PC9c1-D6b,94005,B06,PC9c1-D6b_B06,PC9c1,13.0,control,0.0,M,control,0.0,M,187,0,2017-06-03 00:00:43,187,1.01435735204,0.0947312328501
54283,HTS015,2017-06-03,PC9c1-D6b,94005,B07,PC9c1-D6b_B07,PC9c1,13.0,control,0.0,M,control,0.0,M,142,2,2017-06-03 00:00:43,144,1.28711460128,0.120204139846
54298,HTS015,2017-06-03,PC9c1-D6b,94005,B08,PC9c1-D6b_B08,PC9c1,13.0,control,0.0,M,control,0.0,M,206,2,2017-06-03 00:00:43,208,0.987161416023,0.0921913936678
54313,HTS015,2017-06-03,PC9c1-D6b,94005,B09,PC9c1-D6b_B09,PC9c1,13.0,control,0.0,M,control,0.0,M,198,5,2017-06-03 00:00:43,203,0.965018081743,0.0901234189531
54328,HTS015,2017-06-03,PC9c1-D6b,94005,B10,PC9c1-D6b_B10,PC9c1,13.0,control,0.0,M,control,0.0,M,173,1,2017-06-03 00:00:43,174,1.07967504885,0.100831278296
54343,HTS015,2017-06-03,PC9c1-D6b,94005,B11,PC9c1-D6b_B11,PC9c1,13.0,control,0.0,M,control,0.0,M,150,3,2017-06-03 00:00:43,153,1.17202119399,0.109455521182
54358,HTS015,2017-06-03,PC9c1-D6b,94005,B12,PC9c1-D6b_B12,PC9c1,13.0,control,0.0,M,control,0.0,M,178,4,2017-06-03 00:00:43,182,1.08806016298,0.101614367409
54373,HTS015,2017-06-03,PC9c1-D6b,94005,B13,PC9c1-D6b_B13,PC9c1,13.0,control,0.0,M,control,0.0,M,144,0,2017-06-03 00:00:43,144,1.22969087731,0.114841315634
54388,HTS015,2017-06-03,PC9c1-D6b,94005,B14,PC9c1-D6b_B14,PC9c1,13.0,control,0.0,M,control,0.0,M,166,3,2017-06-03 00:00:43,169,1.1509046954,0.107483443058
54403,HTS015,2017-06-03,PC9c1-D6b,94005,B15,PC9c1-D6b_B15,PC9c1,13.0,control,0.0,M,control,0.0,M,172,3,2017-06-03 00:00:43,175,1.26176583614,0.11783680868
54418,HTS015,2017-06-03,PC9c1-D6b,94005,B16,PC9c1-D6b_B16,PC9c1,13.0,control,0.0,M,control,0.0,M,175,5,2017-06-03 00:00:43,180,1.18809738739,0.11095688322
54433,HTS015,2017-06-03,PC9c1-D6b,94005,B17,PC9c1-D6b_B17,PC9c1,13.0,control,0.0,M,control,0.0,M,166,3,2017-06-03 00:00:43,169,1.25577256686,0.1172770949
54448,HTS015,2017-06-03,PC9c1-D6b,94005,B18,PC9c1-D6b_B18,PC9c1,13.0,control,0.0,M,control,0.0,M,161,1,2017-06-03 00:00:43,162,1.15668729772,0.108023482567
54463,HTS015,2017-06-03,PC9c1-D6b,94005,B19,PC9c1-D6b_B19,PC9c1,13.0,control,0.0,M,control,0.0,M,133,2,2017-06-03 00:00:43,135,1.24475389774,0.116248057049
54478,HTS015,2017-06-03,PC9c1-D6b,94005,B20,PC9c1-D6b_B20,PC9c1,13.0,control,0.0,M,control,0.0,M,143,0,2017-06-03 00:00:43,143,1.32435240731,0.123681793226
54493,HTS015,2017-06-03,PC9c1-D6b,94005,B21,PC9c1-D6b_B21,PC9c1,13.0,control,0.0,M,control,0.0,M,155,4,2017-06-03 00:00:43,159,1.12832525223,0.105374739962
54508,HTS015,2017-06-03,PC9c1-D6b,94005,B22,PC9c1-D6b_B22,PC9c1,13.0,control,0.0,M,control,0.0,M,116,7,2017-06-03 00:00:43,123,1.24440945786,0.116215889673
54523,HTS015,2017-06-03,PC9c1-D6b,94005,B23,PC9c1-D6b_B23,PC9c1,13.0,control,0.0,M,control,0.0,M,156,3,2017-06-03 00:00:43,159,1.00885186171,0.0942170729384
54538,HTS015,2017-06-03,PC9c1-D6b,94005,C02,PC9c1-D6b_C02,PC9c1,13.0,Vinorelbine,3.06e-07,M,osimertinib,0.0,M,104,21,2017-06-03 00:00:43,125,0.180977231308,0.0169015349523
54553,HTS015,2017-06-03,PC9c1-D6b,94005,C03,PC9c1-D6b_C03,PC9c1,13.0,Vinorelbine,9.28e-08,M,osimertinib,0.0,M,113,26,2017-06-03 00:00:43,139,0.236294042621,0.0220675937603
54568,HTS015,2017-06-03,PC9c1-D6b,94005,C04,PC9c1-D6b_C04,PC9c1,13.0,Vinorelbine,2.81e-08,M,osimertinib,0.0,M,115,14,2017-06-03 00:00:43,129,1.30644563232,0.122009472453
54583,HTS015,2017-06-03,PC9c1-D6b,94005,C05,PC9c1-D6b_C05,PC9c1,13.0,Vinorelbine,8.5e-09,M,osimertinib,0.0,M,172,21,2017-06-03 00:00:43,193,1.22198072176,0.114121261169
54598,HTS015,2017-06-03,PC9c1-D6b,94005,C06,PC9c1-D6b_C06,PC9c1,13.0,Vinorelbine,2.6e-09,M,osimertinib,0.0,M,150,25,2017-06-03 00:00:43,175,1.27208950177,0.118800939881
54613,HTS015,2017-06-03,PC9c1-D6b,94005,C07,PC9c1-D6b_C07,PC9c1,13.0,Vinorelbine,8e-10,M,osimertinib,0.0,M,131,23,2017-06-03 00:00:43,154,1.08068292441,0.100925404191
54628,HTS015,2017-06-03,PC9c1-D6b,94005,C08,PC9c1-D6b_C08,PC9c1,13.0,Vinorelbine,0.0,M,osimertinib,0.0,M,118,23,2017-06-03 00:00:43,141,1.14576216693,0.107003180298
54643,HTS015,2017-06-03,PC9c1-D6b,94005,C09,PC9c1-D6b_C09,PC9c1,13.0,Mocetinostat,3.06e-07,M,osimertinib,0.0,M,132,13,2017-06-03 00:00:43,145,0.866389629301,0.0809124689115
54658,HTS015,2017-06-03,PC9c1-D6b,94005,C10,PC9c1-D6b_C10,PC9c1,13.0,Mocetinostat,9.28e-08,M,osimertinib,0.0,M,113,17,2017-06-03 00:00:43,130,0.155984376052,0.0145674423506
54673,HTS015,2017-06-03,PC9c1-D6b,94005,C11,PC9c1-D6b_C11,PC9c1,13.0,Mocetinostat,2.81e-08,M,osimertinib,0.0,M,160,12,2017-06-03 00:00:43,172,1.11189970298,0.103840751444
54688,HTS015,2017-06-03,PC9c1-D6b,94005,C12,PC9c1-D6b_C12,PC9c1,13.0,Mocetinostat,8.5e-09,M,osimertinib,0.0,M,154,5,2017-06-03 00:00:43,159,1.26962759695,0.118571021621
54703,HTS015,2017-06-03,PC9c1-D6b,94005,C13,PC9c1-D6b_C13,PC9c1,13.0,Mocetinostat,2.6e-09,M,osimertinib,0.0,M,173,14,2017-06-03 00:00:43,187,1.16367907213,0.108676447134
54718,HTS015,2017-06-03,PC9c1-D6b,94005,C14,PC9c1-D6b_C14,PC9c1,13.0,Mocetinostat,8e-10,M,osimertinib,0.0,M,127,14,2017-06-03 00:00:43,141,1.28029278679,0.119567047902
54733,HTS015,2017-06-03,PC9c1-D6b,94005,C15,PC9c1-D6b_C15,PC9c1,13.0,Mocetinostat,0.0,M,osimertinib,0.0,M,138,10,2017-06-03 00:00:43,148,1.02594496496,0.0958134045871
54748,HTS015,2017-06-03,PC9c1-D6b,94005,C16,PC9c1-D6b_C16,PC9c1,13.0,panobinostat,3.06e-07,M,osimertinib,0.0,M,127,8,2017-06-03 00:00:43,135,0.140646553383,0.0131350370471
54763,HTS015,2017-06-03,PC9c1-D6b,94005,C17,PC9c1-D6b_C17,PC9c1,13.0,panobinostat,9.28e-08,M,osimertinib,0.0,M,126,6,2017-06-03 00:00:43,132,0.0756371226623,0.00706378069288
54778,HTS015,2017-06-03,PC9c1-D6b,94005,C18,PC9c1-D6b_C18,PC9c1,13.0,panobinostat,2.81e-08,M,osimertinib,0.0,M,126,12,2017-06-03 00:00:43,138,0.220155661319,0.0205604239707
54793,HTS015,2017-06-03,PC9c1-D6b,94005,C19,PC9c1-D6b_C19,PC9c1,13.0,panobinostat,8.5e-09,M,osimertinib,0.0,M,106,5,2017-06-03 00:00:43,111,0.668808961733,0.0624603325038
54808,HTS015,2017-06-03,PC9c1-D6b,94005,C20,PC9c1-D6b_C20,PC9c1,13.0,panobinostat,2.6e-09,M,osimertinib,0.0,M,142,6,2017-06-03 00:00:43,148,1.03629850972,0.0967803262124
54823,HTS015,2017-06-03,PC9c1-D6b,94005,C21,PC9c1-D6b_C21,PC9c1,13.0,panobinostat,8e-10,M,osimertinib,0.0,M,121,5,2017-06-03 00:00:43,126,1.27837787657,0.119388213682
54838,HTS015,2017-06-03,PC9c1-D6b,94005,C22,PC9c1-D6b_C22,PC9c1,13.0,panobinostat,0.0,M,osimertinib,0.0,M,123,5,2017-06-03 00:00:43,128,1.52201893174,0.14214194784
54853,HTS015,2017-06-03,PC9c1-D6b,94005,C23,PC9c1-D6b_C23,PC9c1,13.0,control,0.0,M,control,0.0,M,140,13,2017-06-03 00:00:43,153,1.23987510321,0.115792424505
54868,HTS015,2017-06-03,PC9c1-D6b,94005,D02,PC9c1-D6b_D02,PC9c1,13.0,Vinorelbine,3.06e-07,M,osimertinib,2e-09,M,100,0,2017-06-03 00:00:43,100,0.0771852276363,0.00720835882649
54883,HTS015,2017-06-03,PC9c1-D6b,94005,D03,PC9c1-D6b_D03,PC9c1,13.0,Vinorelbine,9.28e-08,M,osimertinib,2e-09,M,112,0,2017-06-03 00:00:43,112,0.0885286642671,0.00826772684372
54898,HTS015,2017-06-03,PC9c1-D6b,94005,D04,PC9c1-D6b_D04,PC9c1,13.0,Vinorelbine,2.81e-08,M,osimertinib,2e-09,M,153,3,2017-06-03 00:00:43,156,0.424332953889,0.0396286217869
54913,HTS015,2017-06-03,PC9c1-D6b,94005,D05,PC9c1-D6b_D05,PC9c1,13.0,Vinorelbine,8.5e-09,M,osimertinib,2e-09,M,116,1,2017-06-03 00:00:43,117,0.465374013421,0.0434614625103
54928,HTS015,2017-06-03,PC9c1-D6b,94005,D06,PC9c1-D6b_D06,PC9c1,13.0,Vinorelbine,2.6e-09,M,osimertinib,2e-09,M,126,1,2017-06-03 00:00:43,127,0.492840102261,0.046026531371
54943,HTS015,2017-06-03,PC9c1-D6b,94005,D07,PC9c1-D6b_D07,PC9c1,13.0,Vinorelbine,8e-10,M,osimertinib,2e-09,M,116,1,2017-06-03 00:00:43,117,0.652104589301,0.0609003045794
54958,HTS015,2017-06-03,PC9c1-D6b,94005,D08,PC9c1-D6b_D08,PC9c1,13.0,Vinorelbine,0.0,M,osimertinib,2e-09,M,147,1,2017-06-03 00:00:43,148,0.448130248532,0.0418510605118
54973,HTS015,2017-06-03,PC9c1-D6b,94005,D09,PC9c1-D6b_D09,PC9c1,13.0,Mocetinostat,3.06e-07,M,osimertinib,2e-09,M,127,2,2017-06-03 00:00:43,129,0.380711046332,0.0355547546494
54988,HTS015,2017-06-03,PC9c1-D6b,94005,D10,PC9c1-D6b_D10,PC9c1,13.0,Mocetinostat,9.28e-08,M,osimertinib,2e-09,M,86,3,2017-06-03 00:00:43,89,0.131358939056,0.012267663085
55003,HTS015,2017-06-03,PC9c1-D6b,94005,D11,PC9c1-D6b_D11,PC9c1,13.0,Mocetinostat,2.81e-08,M,osimertinib,2e-09,M,141,1,2017-06-03 00:00:43,142,0.461585102548,0.0431076146307
55018,HTS015,2017-06-03,PC9c1-D6b,94005,D12,PC9c1-D6b_D12,PC9c1,13.0,Mocetinostat,8.5e-09,M,osimertinib,2e-09,M,107,1,2017-06-03 00:00:43,108,0.535132000994,0.0499761884603
55033,HTS015,2017-06-03,PC9c1-D6b,94005,D13,PC9c1-D6b_D13,PC9c1,13.0,Mocetinostat,2.6e-09,M,osimertinib,2e-09,M,119,3,2017-06-03 00:00:43,122,0.52660281294,0.0491796442267
55048,HTS015,2017-06-03,PC9c1-D6b,94005,D14,PC9c1-D6b_D14,PC9c1,13.0,Mocetinostat,8e-10,M,osimertinib,2e-09,M,127,2,2017-06-03 00:00:43,129,0.434001912187,0.0405316096128
55063,HTS015,2017-06-03,PC9c1-D6b,94005,D15,PC9c1-D6b_D15,PC9c1,13.0,Mocetinostat,0.0,M,osimertinib,2e-09,M,126,2,2017-06-03 00:00:43,128,0.590257700792,0.0551243992887
55078,HTS015,2017-06-03,PC9c1-D6b,94005,D16,PC9c1-D6b_D16,PC9c1,13.0,panobinostat,3.06e-07,M,osimertinib,2e-09,M,116,7,2017-06-03 00:00:43,123,0.118116734642,0.0110309683963
55093,HTS015,2017-06-03,PC9c1-D6b,94005,D17,PC9c1-D6b_D17,PC9c1,13.0,panobinostat,9.28e-08,M,osimertinib,2e-09,M,127,5,2017-06-03 00:00:43,132,0.0737624804536,0.00688870711825
55108,HTS015,2017-06-03,PC9c1-D6b,94005,D18,PC9c1-D6b_D18,PC9c1,13.0,panobinostat,2.81e-08,M,osimertinib,2e-09,M,127,3,2017-06-03 00:00:43,130,0.192932681187,0.018018059128
55123,HTS015,2017-06-03,PC9c1-D6b,94005,D19,PC9c1-D6b_D19,PC9c1,13.0,panobinostat,8.5e-09,M,osimertinib,2e-09,M,103,2,2017-06-03 00:00:43,105,0.378726206315,0.0353693896581
55138,HTS015,2017-06-03,PC9c1-D6b,94005,D20,PC9c1-D6b_D20,PC9c1,13.0,panobinostat,2.6e-09,M,osimertinib,2e-09,M,104,1,2017-06-03 00:00:43,105,0.552691031162,0.0516160332074
55153,HTS015,2017-06-03,PC9c1-D6b,94005,D21,PC9c1-D6b_D21,PC9c1,13.0,panobinostat,8e-10,M,osimertinib,2e-09,M,146,2,2017-06-03 00:00:43,148,0.50572048653,0.0472294355338
55168,HTS015,2017-06-03,PC9c1-D6b,94005,D22,PC9c1-D6b_D22,PC9c1,13.0,panobinostat,0.0,M,osimertinib,2e-09,M,124,7,2017-06-03 00:00:43,131,0.512920251958,0.0479018244645
55183,HTS015,2017-06-03,PC9c1-D6b,94005,D23,PC9c1-D6b_D23,PC9c1,13.0,control,0.0,M,control,0.0,M,138,3,2017-06-03 00:00:43,141,1.06246236077,0.0992237785723
55198,HTS015,2017-06-03,PC9c1-D6b,94005,E02,PC9c1-D6b_E02,PC9c1,13.0,Vinorelbine,3.06e-07,M,osimertinib,2e-08,M,100,37,2017-06-03 00:00:43,137,0.0731852239081,0.00683479690197
55213,HTS015,2017-06-03,PC9c1-D6b,94005,E03,PC9c1-D6b_E03,PC9c1,13.0,Vinorelbine,9.28e-08,M,osimertinib,2e-08,M,98,26,2017-06-03 00:00:43,124,0.0869994969424,0.00812491730464
55228,HTS015,2017-06-03,PC9c1-D6b,94005,E04,PC9c1-D6b_E04,PC9c1,13.0,Vinorelbine,2.81e-08,M,osimertinib,2e-08,M,115,20,2017-06-03 00:00:43,135,0.292670492201,0.0273326126037
55243,HTS015,2017-06-03,PC9c1-D6b,94005,E05,PC9c1-D6b_E05,PC9c1,13.0,Vinorelbine,8.5e-09,M,osimertinib,2e-08,M,108,14,2017-06-03 00:00:43,122,0.474190580231,0.0442848451592
55258,HTS015,2017-06-03,PC9c1-D6b,94005,E06,PC9c1-D6b_E06,PC9c1,13.0,Vinorelbine,2.6e-09,M,osimertinib,2e-08,M,132,17,2017-06-03 00:00:43,149,0.37945309674,0.0354372742413
55273,HTS015,2017-06-03,PC9c1-D6b,94005,E07,PC9c1-D6b_E07,PC9c1,13.0,Vinorelbine,8e-10,M,osimertinib,2e-08,M,109,18,2017-06-03 00:00:43,127,0.393458931185,0.0367452846396
55288,HTS015,2017-06-03,PC9c1-D6b,94005,E08,PC9c1-D6b_E08,PC9c1,13.0,Vinorelbine,0.0,M,osimertinib,2e-08,M,140,13,2017-06-03 00:00:43,153,0.322515059307,0.030119808487
55303,HTS015,2017-06-03,PC9c1-D6b,94005,E09,PC9c1-D6b_E09,PC9c1,13.0,Mocetinostat,3.06e-07,M,osimertinib,2e-08,M,161,11,2017-06-03 00:00:43,172,0.308868989343,0.0288453966353
55318,HTS015,2017-06-03,PC9c1-D6b,94005,E10,PC9c1-D6b_E10,PC9c1,13.0,Mocetinostat,9.28e-08,M,osimertinib,2e-08,M,122,24,2017-06-03 00:00:43,146,0.159077459292,0.0148563066133
55333,HTS015,2017-06-03,PC9c1-D6b,94005,E11,PC9c1-D6b_E11,PC9c1,13.0,Mocetinostat,2.81e-08,M,osimertinib,2e-08,M,121,13,2017-06-03 00:00:43,134,0.389547388458,0.0363799841228
55348,HTS015,2017-06-03,PC9c1-D6b,94005,E12,PC9c1-D6b_E12,PC9c1,13.0,Mocetinostat,8.5e-09,M,osimertinib,2e-08,M,136,6,2017-06-03 00:00:43,142,0.337207256279,0.0314919185522
55363,HTS015,2017-06-03,PC9c1-D6b,94005,E13,PC9c1-D6b_E13,PC9c1,13.0,Mocetinostat,2.6e-09,M,osimertinib,2e-08,M,112,11,2017-06-03 00:00:43,123,0.337618265547,0.0315303028697
55378,HTS015,2017-06-03,PC9c1-D6b,94005,E14,PC9c1-D6b_E14,PC9c1,13.0,Mocetinostat,8e-10,M,osimertinib,2e-08,M,135,8,2017-06-03 00:00:43,143,0.334218811255,0.0312128264937
55393,HTS015,2017-06-03,PC9c1-D6b,94005,E15,PC9c1-D6b_E15,PC9c1,13.0,Mocetinostat,0.0,M,osimertinib,2e-08,M,110,9,2017-06-03 00:00:43,119,0.410865097056,0.0383708533298
55408,HTS015,2017-06-03,PC9c1-D6b,94005,E16,PC9c1-D6b_E16,PC9c1,13.0,panobinostat,3.06e-07,M,osimertinib,2e-08,M,146,10,2017-06-03 00:00:43,156,0.119775549425,0.0111858857626
55423,HTS015,2017-06-03,PC9c1-D6b,94005,E17,PC9c1-D6b_E17,PC9c1,13.0,panobinostat,9.28e-08,M,osimertinib,2e-08,M,101,6,2017-06-03 00:00:43,107,0.0768176194932,0.00717402775714
55438,HTS015,2017-06-03,PC9c1-D6b,94005,E18,PC9c1-D6b_E18,PC9c1,13.0,panobinostat,2.81e-08,M,osimertinib,2e-08,M,89,3,2017-06-03 00:00:43,92,0.155796357399,0.0145498832145
55453,HTS015,2017-06-03,PC9c1-D6b,94005,E19,PC9c1-D6b_E19,PC9c1,13.0,panobinostat,8.5e-09,M,osimertinib,2e-08,M,93,5,2017-06-03 00:00:43,98,0.27490746898,0.0256737168649
55468,HTS015,2017-06-03,PC9c1-D6b,94005,E20,PC9c1-D6b_E20,PC9c1,13.0,panobinostat,2.6e-09,M,osimertinib,2e-08,M,120,2,2017-06-03 00:00:43,122,0.431574925127,0.0403049523348
55483,HTS015,2017-06-03,PC9c1-D6b,94005,E21,PC9c1-D6b_E21,PC9c1,13.0,panobinostat,8e-10,M,osimertinib,2e-08,M,129,4,2017-06-03 00:00:43,133,0.391923584593,0.0366018980163
55498,HTS015,2017-06-03,PC9c1-D6b,94005,E22,PC9c1-D6b_E22,PC9c1,13.0,panobinostat,0.0,M,osimertinib,2e-08,M,109,10,2017-06-03 00:00:43,119,0.400640999926,0.0374160208697
55513,HTS015,2017-06-03,PC9c1-D6b,94005,E23,PC9c1-D6b_E23,PC9c1,13.0,control,0.0,M,control,0.0,M,140,9,2017-06-03 00:00:43,149,1.18203725622,0.110390925182
55528,HTS015,2017-06-03,PC9c1-D6b,94005,F02,PC9c1-D6b_F02,PC9c1,13.0,Vinorelbine,3.06e-07,M,osimertinib,2e-07,M,116,1,2017-06-03 00:00:43,117,0.109522953049,0.0102283917466
55543,HTS015,2017-06-03,PC9c1-D6b,94005,F03,PC9c1-D6b_F03,PC9c1,13.0,Vinorelbine,9.28e-08,M,osimertinib,2e-07,M,114,1,2017-06-03 00:00:43,115,0.0938528964714,0.00876495898748
55558,HTS015,2017-06-03,PC9c1-D6b,94005,F04,PC9c1-D6b_F04,PC9c1,13.0,Vinorelbine,2.81e-08,M,osimertinib,2e-07,M,135,0,2017-06-03 00:00:43,135,0.324108472651,0.0302686179871
55573,HTS015,2017-06-03,PC9c1-D6b,94005,F05,PC9c1-D6b_F05,PC9c1,13.0,Vinorelbine,8.5e-09,M,osimertinib,2e-07,M,119,1,2017-06-03 00:00:43,120,0.330345005802,0.0308510502759
55588,HTS015,2017-06-03,PC9c1-D6b,94005,F06,PC9c1-D6b_F06,PC9c1,13.0,Vinorelbine,2.6e-09,M,osimertinib,2e-07,M,121,2,2017-06-03 00:00:43,123,0.333210449722,0.0311186552127
55603,HTS015,2017-06-03,PC9c1-D6b,94005,F07,PC9c1-D6b_F07,PC9c1,13.0,Vinorelbine,8e-10,M,osimertinib,2e-07,M,125,0,2017-06-03 00:00:43,125,0.316591048743,0.0295665628058
55618,HTS015,2017-06-03,PC9c1-D6b,94005,F08,PC9c1-D6b_F08,PC9c1,13.0,Vinorelbine,0.0,M,osimertinib,2e-07,M,132,3,2017-06-03 00:00:43,135,0.355645998306,0.0332139199365
55633,HTS015,2017-06-03,PC9c1-D6b,94005,F09,PC9c1-D6b_F09,PC9c1,13.0,Mocetinostat,3.06e-07,M,osimertinib,2e-07,M,103,3,2017-06-03 00:00:43,106,0.321235659774,0.0300003248604
55648,HTS015,2017-06-03,PC9c1-D6b,94005,F10,PC9c1-D6b_F10,PC9c1,13.0,Mocetinostat,9.28e-08,M,osimertinib,2e-07,M,139,3,2017-06-03 00:00:43,142,0.382581069279,0.0357293968295
55663,HTS015,2017-06-03,PC9c1-D6b,94005,F11,PC9c1-D6b_F11,PC9c1,13.0,Mocetinostat,2.81e-08,M,osimertinib,2e-07,M,146,2,2017-06-03 00:00:43,148,0.331968022687,0.0310026244624
55678,HTS015,2017-06-03,PC9c1-D6b,94005,F12,PC9c1-D6b_F12,PC9c1,13.0,Mocetinostat,8.5e-09,M,osimertinib,2e-07,M,153,1,2017-06-03 00:00:43,154,0.340145580412,0.031766329801
55693,HTS015,2017-06-03,PC9c1-D6b,94005,F13,PC9c1-D6b_F13,PC9c1,13.0,Mocetinostat,2.6e-09,M,osimertinib,2e-07,M,120,5,2017-06-03 00:00:43,125,0.290603613239,0.0271395859629
55708,HTS015,2017-06-03,PC9c1-D6b,94005,F14,PC9c1-D6b_F14,PC9c1,13.0,Mocetinostat,8e-10,M,osimertinib,2e-07,M,161,3,2017-06-03 00:00:43,164,0.316195752043,0.0295296458913
55723,HTS015,2017-06-03,PC9c1-D6b,94005,F15,PC9c1-D6b_F15,PC9c1,13.0,Mocetinostat,0.0,M,osimertinib,2e-07,M,178,1,2017-06-03 00:00:43,179,0.336031676475,0.031382130691
